MACHINE BRAND,MACHINE MODEL,MACHINE TYPE,MARKET TYPE,ENGINE BRAND,ENGINE MODEL,Piston Mamked # ,Piston Part #s,OH Kit,ENGINE CODE,DESCRIPTION,PART #,QTY PER ENGINE,ACTIVE?,NOTES
NEW HOLLAND,BOOMER 2030,TRACTOR,AGRICULTURE,SHIBAURA,N843-D,,,,MODEL YEAR:  5/08-12/10,VALVE SPRING RETAINER,P120186080,6.0,Y,
NEW HOLLAND,BOOMER 2030,TRACTOR,AGRICULTURE,SHIBAURA,N843-D,,,,MODEL YEAR:  5/08-12/10,VALVE TRAIN KIT,PVTK308,1.0,Y,
NEW HOLLAND,BOOMER 2030,TRACTOR,AGRICULTURE,SHIBAURA,N843-D,,,,MODEL YEAR:  5/08-12/10,WATER PUMP,PU45010062,1.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,BASIC OVERHAUL KIT,PBK349,1.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,"BASIC OVERHAUL KIT, .50MM PISTONS",PBK350,1.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,CONNECTING ROD,P115026251,3.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,CONNECTING ROD BOLT,P115176140,6.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,CONNECTING ROD BUSHING,P198517265,3.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,CONNECTING ROD NUT,P020109120,6.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,"CRANKSHAFT MAIN BUSHING, .25MM",P198517226,1.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,"CRANKSHAFT MAIN BUSHING, .50MM",P198517229,1.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,"CRANKSHAFT MAIN BUSHING, STD",P198517222,1.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,CYLINDER HEAD GASKET,P111147501,1.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,CYLINDER REPAIR SLEEVE,84RS,3.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,EXHAUST VALVE,P120176360,3.0,Y,HEAD DIAMETER MEASURES 33MM
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,EXHAUST VALVE SEAL,P120406050,3.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,FLYWHEEL RING GEAR,P115376040,1.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,FRONT CRANK SEAL,P198636160,1.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,FUEL INJECTOR,P131406490,3.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,FULL GASKET SET,PU5LC0018,1.0,Y,MAY REQUIRE ADDITIONAL INTAKE MANIFOLD AND ROCKER COVER GASKETS NOT INCLUDED IN PU5LC0018
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,GLOW PLUG,P185366190,3.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,HEAD BOLT,P111136480,11.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,HEAD BOLT,P111136490,3.0,Y,
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,INTAKE VALVE,P120166350,3.0,Y,HEAD DIAMETER MEASURES 37MM
NEW HOLLAND,L150,SKID STEER,CONSTRUCTION,SHIBAURA,N843-D,,,,FROM MSN N7M466068,INTAKE VALVE SEAL,P120406070,3.0,Y,
